Prefix,URI
pmlt,http://inference-web.org/2.0/pml-trust.owl#
pmlr,http://inference-web.org/2.0/pml-relation.owl#
pmlp,http://inference-web.org/2.0/pml-provenance.owl#
pmlj,http://inference-web.org/2.0/pml-justification.owl#
imf,http://imf.270a.info/dataset/
muldicat,http://iflastandards.info/ns/muldicat#
isbd,http://iflastandards.info/ns/isbd/elements/
frsad,http://iflastandards.info/ns/fr/frsad/
frbrer,http://iflastandards.info/ns/fr/frbr/frbrer/
frad,http://iflastandards.info/ns/fr/frad/
turismo,http://idi.fundacionctic.org/cruzar/turismo#
marcrel,http://id.loc.gov/vocabulary/relators/
mrel,http://id.loc.gov/vocabulary/relators/
language,http://id.loc.gov/vocabulary/iso639-1/
hxl,http://hxl.humanitarianresponse.info/ns/#
dummy,http://hello.com/
harrisons,http://harrisons.cc/
gaf,http://groundedannotationframework.org/
govwild,http://govwild.org/0.6/GWOntology.rdf/
spatial,http://geovocab.org/spatial#
geom,http://geovocab.org/geometry#
ngeo,http://geovocab.org/geometry#
geovocab,http://geovocab.org/
geoes,http://geo.linkeddata.es/ontology/
gq,http://genomequest.com/
orca,http://geni-orca.renci.org/owl/topology.owl#
gawd,http://gawd.atlantides.org/terms/
gadm,http://gadm.geovocab.org/ontology#
fos,http://futurios.org/fos/spec/
xesam,http://freedesktop.org/standards/xesam/1.0/core#
frb,http://frb.270a.info/dataset/
fd,http://foodable.co/ns/
qdoslf,http://foaf.qdos.com/lastfm/schema/
urn,http://fliqz.com/
fise,http://fise.iks-project.eu/ontology/
fao,http://fao.270a.info/dataset/
zr,http://explain.z3950.org/dtd/2.0/
name,http://example.org/name#
ex,http://example.com/
sede,http://eventography.org/sede/0.1/
eurlex,http://eur-lex.publicdata.eu/ontology/
eunis,http://eunis.eea.europa.eu/rdf/species-schema.rdf#
fcm,http://eulersharp.sourceforge.net/2006/02swap/fcm#
units,http://eulersharp.sourceforge.net/2003/03swap/unitsExtension#
quantities,http://eulersharp.sourceforge.net/2003/03swap/quantitiesExtension#
prolog,http://eulersharp.sourceforge.net/2003/03swap/prolog#
organiz,http://eulersharp.sourceforge.net/2003/03swap/organization#
organism,http://eulersharp.sourceforge.net/2003/03swap/organism#
elog,http://eulersharp.sourceforge.net/2003/03swap/log-rules#
es,http://eulersharp.sourceforge.net/2003/03swap/log-rules#
eu,http://eulersharp.sourceforge.net/2003/03swap/log-rules#
languages,http://eulersharp.sourceforge.net/2003/03swap/languages#
humanbody,http://eulersharp.sourceforge.net/2003/03swap/humanBody#
human,http://eulersharp.sourceforge.net/2003/03swap/human#
genab,http://eulersharp.sourceforge.net/2003/03swap/genomeAbnormality#
fl,http://eulersharp.sourceforge.net/2003/03swap/fl-rules#
events,http://eulersharp.sourceforge.net/2003/03swap/event#
environ,http://eulersharp.sourceforge.net/2003/03swap/environment#
countries,http://eulersharp.sourceforge.net/2003/03swap/countries#
care,http://eulersharp.sourceforge.net/2003/03swap/care#
bioskos,http://eulersharp.sourceforge.net/2003/03swap/bioSKOSSchemes#
agent,http://eulersharp.sourceforge.net/2003/03swap/agent#
agents,http://eulersharp.sourceforge.net/2003/03swap/agent#
eg,http://eulergui.sourceforge.net/engine.owl#
ec,http://eulergui.sourceforge.net/contacts.owl.n3#
vsto,http://escience.rpi.edu/ontology/vsto/2/0/vsto.owl#
s2s,http://escience.rpi.edu/ontology/sesf/s2s/4/0/
water,http://escience.rpi.edu/ontology/semanteco/2/0/water.owl#
pol,http://escience.rpi.edu/ontology/semanteco/2/0/pollution.owl#
cidoc,http://erlangen-crm.org/current/
ecrm,http://erlangen-crm.org/current/
ep,http://eprints.org/ontology/
eprints,http://eprints.org/ontology/
op,http://environment.data.gov.au/def/op#
wiki,http://en.wikipedia.org/wiki/
dogont,http://elite.polito.it/ontologies/dogont.owl#
edgar,http://edgarwrap.ontologycentral.com/vocab/edgar#
oboe,http://ecoinformatics.org/oboe/oboe.1.0/oboe-core.owl#
ecb,http://ecb.270a.info/class/1.0/
dcoid,http://dx.deepcarbon.net/
evset,http://dsnotify.org/vocab/eventset/0.1/
mds,http://doc.metalex.eu/id/
bwb,http://doc.metalex.eu/bwb/ontology/
lt,http://diplomski.nelakolundzija.org/LTontology.rdf#
air,http://dig.csail.mit.edu/TAMI/2007/amord/air#
quak,http://dev.w3.org/cvsweb/2000/quacken/vocab#
oauth,http://demiblog.org/vocab/oauth#
sam,http://def.seegrid.csiro.au/isotc211/iso19156/2011/sampling#
h2o,http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic#
li,http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage#
ext,http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent#
dq,http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#
gf,http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature#
tm,http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal#
gm,http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry#
basic,http://def.seegrid.csiro.au/isotc211/iso19103/2005/basic#
esd,http://def.esd.org.uk/
kb,http://deductions.sf.net/ontology/knowledge_base.owl#
form,http://deductions-software.com/ontologies/forms.owl.ttl#
dcm,http://dcm.com/
mb,http://dbtune.org/musicbrainz/resource/instrument/
dbtont,http://dbtropes.org/ont/
dpl,http://dbpedialite.org/things/
dbptmpl,http://dbpedia.org/resource/Template:
dbt,http://dbpedia.org/resource/Template:
category,http://dbpedia.org/resource/Category:
dbc,http://dbpedia.org/resource/Category:
dbrc,http://dbpedia.org/resource/Category:
dbpr,http://dbpedia.org/resource/
dbr,http://dbpedia.org/resource/
dbprop,http://dbpedia.org/property/
stream,http://dbpedia.org/ontology/Stream/
dbo,http://dbpedia.org/ontology/
dt,http://dbpedia.org/datatype/
dbyago,http://dbpedia.org/class/yago/
db,http://dbpedia.org/
dblp,http://dblp.l3s.de/d2r/page/authors/
dayta,http://dayta.me/resource#
city,http://datos.localidata.com/def/City#
bne,http://datos.bne.es/resource/
bcnnorms,http://datos.bcn.cl/ontologies/bcn-norms#
bcngeo,http://datos.bcn.cl/ontologies/bcn-geographics#
bcncon,http://datos.bcn.cl/ontologies/bcn-congress#
bcnbio,http://datos.bcn.cl/ontologies/bcn-biographies#
osr,http://dati.senato.it/osr/
ocd,http://dati.camera.it/ocd/
tddo,http://databugger.aksw.org/ns/core#
tarot,http://data.totl.net/tarot/card/
occult,http://data.totl.net/occult/
game,http://data.totl.net/game/
swperson,http://data.semanticweb.org/person/
swc,http://data.semanticweb.org/ns/swc/ontology#
ekaw,http://data.semanticweb.org/conference/ekaw/2012/complete/
sci,http://data.scientology.org/ns/
pnt,http://data.press.net/ontology/tag/
pns,http://data.press.net/ontology/stuff/
pni,http://data.press.net/ontology/identifier/
pne,http://data.press.net/ontology/event/
pnc,http://data.press.net/ontology/classification/
pna,http://data.press.net/ontology/asset/
rdl,http://data.posccaesar.org/rdl/
ilap,http://data.posccaesar.org/ilap/
osspr,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/
spacerel,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/
ospost,http://data.ordnancesurvey.co.uk/ontology/postcode/
osgeom,http://data.ordnancesurvey.co.uk/ontology/geometry/
admingeo,http://data.ordnancesurvey.co.uk/ontology/admingeo/
osadm,http://data.ordnancesurvey.co.uk/ontology/admingeo/
gazetteer,http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/
postcode,http://data.ordnancesurvey.co.uk/id/postcodeunit/
osgb,http://data.ordnancesurvey.co.uk/id/
nytimes,http://data.nytimes.com/elements/
nyt,http://data.nytimes.com/
vdpp,http://data.lirmm.fr/ontologies/vdpp#
poste,http://data.lirmm.fr/ontologies/poste#
passim,http://data.lirmm.fr/ontologies/passim#
osp,http://data.lirmm.fr/ontologies/osp#
oan,http://data.lirmm.fr/ontologies/oan/
laposte,http://data.lirmm.fr/ontologies/laposte#
linkedmdb,http://data.linkedmdb.org/sparql/
movie,http://data.linkedmdb.org/resource/movie/
lctr,http://data.linkedct.org/vocab/resource/
linkedct,http://data.linkedct.org/vocab/
ct,http://data.linkedct.org/resource/linkedct/
italy,http://data.kasabi.com/dataset/italy/schema/
eumida,http://data.kasabi.com/dataset/eumida/terms/
geofla,http://data.ign.fr/ontologies/geofla#
topo,http://data.ign.fr/def/topo#
ignf,http://data.ign.fr/def/ignf#
gcis,http://data.globalchange.gov/gcis.owl#
reve,http://data.eurecom.fr/ontology/reve#
dvia,http://data.eurecom.fr/ontology/dvia#
blt,http://data.bl.uk/schema/bibliographic#
locah,http://data.archiveshub.ac.uk/def/
dgtwc,http://data-gov.tw.rpi.edu/2009/data-gov-twc.rdf#
jdbc,http://d2rq.org/terms/jdbc/
gnd,http://d-nb.info/standards/elementset/gnd#
gndo,http://d-nb.info/standards/elementset/gnd#
agrelon,http://d-nb.info/standards/elementset/agrelon#
dnb,http://d-nb.info/gnd/
cc,http://creativecommons.org/ns#
courseware,http://courseware.rkbexplorer.com/ontologies/courseware#
crsw,http://courseware.rkbexplorer.com/ontologies/courseware#
pproc,http://contsem.unizar.es/def/sector-publico/pproc#
contsem,http://contsem.unizar.es/def/sector-publico/contratacion#
trait,http://contextus.net/ontology/ontomedia/ext/common/trait#
conserv,http://conserv.deri.ie/ontology#
ctag,http://commontag.org/ns#
commons,http://commons.psi.enakting.org/def/
va,http://code-research.eu/ontology/visual-analytics#
climb,http://climb.dataincubator.org/vocabs/climb/
fcs,http://clarin.eu/fcs/resource#
cmd,http://clarin.eu/cmd#
granatum,http://chem.deri.ie/granatum/
cb,http://cbasewrap.ontologycentral.com/vocab#
cpm,http://catalogus-professorum.org/cpm/
calli,http://callimachusproject.org/rdf/2009/framework#
xhe,http://buzzword.org.uk/rdf/xhtml-elements#
xen,http://buzzword.org.uk/rdf/xen#
vcardx,http://buzzword.org.uk/rdf/vcardx#
plink,http://buzzword.org.uk/rdf/personal-link-types#
h5,http://buzzword.org.uk/rdf/h5#
atomix,http://buzzword.org.uk/rdf/atomix#
ya,http://blogs.yandex.ru/schema/foaf/
bis,http://bis.270a.info/dataset/
coeus,http://bioinformatics.ua.pt/coeus/
pubmed,http://bio2rdf.org/pubmed_vocabulary:
b2rpubchem,http://bio2rdf.org/ns/ns/ns/pubchem#
biopax,http://bio2rdf.org/ns/biopax#
hgnc,http://bio2rdf.org/hgnc:
biocore,http://bio2rdf.org/core#
chebi,http://bio2rdf.org/chebi:
bio2rdf,http://bio2rdf.org/
bm,http://bio2rdf.org/
bing,http://bing.com/schema/media/
bihap,http://bihap.kb.gov.tr/ontology/
bgn,http://bibliograph.net/schemas/
bf,http://bibframe.org/vocab/
bibframe,http://bibframe.org/vocab/
atomowl,http://bblfish.net/work/atom-owl/2006-06-06/#
awol,http://bblfish.net/work/atom-owl/2006-06-06/#
babelnet,http://babelnet.org/2.0/
atomrdf,http://atomowl.org/ontologies/atomrdf#
lime,http://art.uniroma2.it/ontologies/lime#
archdesc,http://archdesc.info/archEvent#
iswc,http://annotation.semanticweb.org/2004/iswc#
aneo,http://akonadi-project.org/ontologies/aneo#
jita,http://aims.fao.org/aos/jita/
geop,http://aims.fao.org/aos/geopolitical.owl#
aims,http://aims.fao.org/aos/common/
asgv,http://aims.fao.org/aos/agrovoc/
agro,http://agrinepaldata.com/vocab/
agrd,http://agrinepaldata.com/
aersv,http://aers.data2semantics.org/vocab/
aers,http://aers.data2semantics.org/resource/
abs,http://abs.270a.info/dataset/
opensearch,http://a9.com/-/spec/opensearch/1.1/
